0,1
招标代理机构泄露保密信息或者与招标人、投标人串通的，应当承担什么法律责任？ ,根据《招标投标法》第五十条，招标代理机构违反本法规定，泄露应当保密的与招标投标活动有关的情况和资料的，或者与招标人、投标人串通损害国家利益、社会公共利益或者他人合法权益的，处五万元以上二十五万元以下的罚款；对单位直接负责的主管人员和其他直接责任人员处单位罚款数额百分之五以上百分之十以下的罚款；有违法所得的，并处没收违法所得；情节严重的，禁止其一年至二年内代理依法必须进行招标的项目并予以公告，直至由工商行政管理机关吊销营业执照；构成犯罪的，依法追究刑事责任。给他人造成损失的，依法承担赔偿责任。前款所列行为影响中标结果的，中标无效。
投标人相互串通投标或者与招标人串通投标的，应当承担什么法律责任？ ,根据《招标投标法》第五十三条，投标人相互串通投标或者与招标人串通投标的，投标人以向招标人或者评标委员会成员行贿的手段谋取中标的，中标无效，处中标项目金额千分之五以上千分之十以下的罚款，对单位直接负责的主管人员和其他直接责任人员处单位罚款数额百分之五以上百分之十以下的罚款；有违法所得的，并处没收违法所得；情节严重的，取消其一年至二年内参加依法必须进行招标的项目的投标资格并予以公告，直至由工商行政管理机关吊销营业执照；构成犯罪的，依法追究刑事责任。给他人造成损失的，依法承担赔偿责任。根据《招标投标法实施条例》第六十七条，情节严重的，由有关行政监督部门取消其1年至2年内参加依法必须进行招标的项目的投标资格；情节特别严重的，由工商行政管理机关吊销营业执照。
投标人以他人名义投标或者以其他方式弄虚作假骗取中标的，应当承担什么法律责任？ ,根据《招标投标法》第五十四条，投标人以他人名义投标或者以其他方式弄虚作假，骗取中标的，中标无效，给招标人造成损失的，依法承担赔偿责任；构成犯罪的，依法追究刑事责任。依法必须进行招标的项目的投标人有前款所列行为尚未构成犯罪的，处中标项目金额千分之五以上千分之十以下的罚款，对单位直接负责的主管人员和其他直接责任人员处单位罚款数额百分之五以上百分之十以下的罚款；有违法所得的，并处没收违法所得；情节严重的，取消其一年至三年内参加依法必须进行招标的项目的投标资格并予以公告，直至由工商行政管理机关吊销营业执照。根据《招标投标法实施条例》第六十八条，情节严重的，由有关行政监督部门取消其1年至3年内参加依法必须进行招标的项目的投标资格；情节特别严重的，由工商行政管理机关吊销营业执照。
招标人在中标候选之外确定中标人的，应当承担什么法律责任？ ,根据《招标投标法》第五十七条，招标人在评标委员会依法推荐的中标候选人以外确定中标人的，依法必须进行招标的项目在所有投标被评标委员会否决后自行确定中标人的，中标无效，责令改正，可以处中标项目金额千分之五以上千分之十以下的罚款；对单位直接负责的主管人员和其他直接责任人员依法给予处分。
中标人将中标项目转让给他人的，应当承担什么法律责任？ ,根据《招标投标法》第五十八条，中标人将中标项目转让给他人的，将中标项目肢解后分别转让给他人的，违反本法规定将中标项目的部分主体、关键性工作分包给他人的，或者分包人再次分包的，转让、分包无效，处转让、分包项目金额千分之五以上千分之十以下的罚款；有违法所得的，并处没收违法所得；可以责令停业整顿；情节严重的，由工商行政管理机关吊销营业执照。根据《招标投标法实施条例》第七十六条，转让、分包无效，处转让、分包项目5‰以上10‰以下的罚款。
招标人与中标人不按照招标文件和中标人的投标文件订立合同的，应当承担什么法律责任？ ,根据《招标投标法》第五十九条，招标人与中标人不按照招标文件和中标人的投标文件订立合同的，或者招标人、中标人订立背离合同实质性内容的其他协议的，责令改正；可以处中标项目金额千分之五以上千分之十以下的罚款。根据《招标投标法实施条例》第七十五条，可以处中标项目金额5‰以上10‰以下的罚款。
中标人不履行与招标人订立的合同的，应当承担什么法律责任？ ,根据《招标投标法》第六十条，中标人不履行与招标人订立的合同的，履约保证金不予退还，给招标人造成的损失超过履约保证金数额的，还应当对超过部分予以赔偿；没有提交履约保证金的，应当对招标人的损失承担赔偿责任。中标人不按照与招标人订立的合同履行义务，情节严重的，取消其二年至五年内参加依法必须进行招标的项目的投标资格并予以公告，直至由工商行政管理机关吊销营业执照。因不可抗力不能履行合同的，不适用前两款规定。
国家工作人员非法干涉招标投标活动的，应当承担什么法律责任？ ,根据《招标投标法》第六十二条，任何单位违反本法规定，限制或者排斥本地区、本系统以外的法人或者其他组织参加投标的，为招标人指定招标代理机构的，强制招标人委托招标代理机构办理招标事宜的，或者以其他方式干涉招标投标活动的，责令改正；对单位直接负责的主管人员和其他直接责任人员依法给予警告、记过、记大过的处分，情节较重的，依法给予降级、撤职、开除的处分。个人利用职权进行前款违法行为的，依照前款规定追究责任。根据《招标投标法实施条例》第八十条，国家工作人员利用职务便利，以直接或者间接、明示或者暗示等任何方式非法干涉招标投标活动，依法给予记过或者记大过处分；情节严重的，依法给予降级或者撤职处分；情节特别严重的，依法给予开除处分；构成犯罪的，依法追究刑事责任。
对招标投标活动依法负有行政监督职责的国家机关工作人员徇私舞弊、滥用职权或者玩忽职守的，应当承担什么法律责任？ ,根据《招标投标法》第六十三条，对招标投标活动依法负有行政监督职责的国家机关工作人员徇私舞弊、滥用职权或者玩忽职守，构成犯罪的，依法追究刑事责任；不构成犯罪的，依法给予行政处分。根据《招标投标法实施条例》第七十九条，项目审批、核准部门和有关行政监督部门的工作人员徇私舞弊、滥用职权、玩忽职守，构成犯罪的，依法追究刑事责任。
 招标投标活动起源于哪个国家？ , 招标投标作为一种极具竞争性的交易方式，起始于英国，并逐渐为西方发达国家最先在政府采购或公共采购领域所采用。
 我国《招标投标法》正式施行的时间是哪一天？ , 2000年1月1日，《招标投标法》正式施行，确立了招标投标基本法律制度。
 招标投标活动应当遵循哪些基本原则？ , 招标投标活动应当遵循公开、公平、公正和诚实信用的原则，简称"三公一诚信"原则。
 什么是"三公"原则中的公开原则？ , 公开原则要求招标投标活动具有较高的透明度，使每一个投标人获得同等、充分的信息，包括招标信息公开、公开开标、评标标准公开、中标结果公开等。
 强制招标和自愿招标的主要区别是什么？ , 强制招标项目必须按照《招标投标法》规定的严格程序和条件进行；自愿招标项目则无上述强制性规定，招标人可选择更严格的规定，也可根据实际需求采取灵活措施。
 依法必须进行招标的项目，自招标文件开始发出之日起至投标人提交投标文件截止之日止，最短不得少于多少日？ , 最短不得少于20日。
 电子招标投标的三大平台是什么？ , 交易平台、公共服务平台和行政监督平台。
 招标投标的法律性质是什么？ , 招标投标过程是合同中"要约邀请—要约—承诺"的缔约过程，招标是要约邀请，投标是要约，开标、评标、定标、签订合同是承诺阶段。
 中标通知书发出后，合同是否立即成立？ , 中标通知书发出时即发生承诺生效的法律效力，但书面合同订立之前，合同是否成立存在争议，有观点认为合同尚未成立，也有观点认为合同即成立且生效。
 什么是两阶段招标？ , 对技术复杂或者无法精确拟定技术规格的项目，招标人可以分两阶段进行招标。第一阶段提交不带报价的技术建议，第二阶段提交包括最终技术方案和投标报价的投标文件。
 总承包招标中，以暂估价形式包括在总承包范围内的工程、货物、服务是否需要招标？ , 属于依法必须进行招标的项目范围且达到国家规定规模标准的，应当依法进行招标。
 招标投标与竞争性谈判的主要区别是什么？ , 招标投标具有一次性报价、程序严格规范、公开透明等特点；竞争性谈判可以多轮谈判、程序灵活，但主观性较强，容易产生不公正交易。
 什么是邀请招标？ , 邀请招标是指招标人以发送投标邀请书的方式邀请特定的法人或者其他组织参加投标竞争并从中选择中标人的方式，应当向3个以上具备承担招标项目能力的特定法人或其他组织发出投标邀请书。
 依法必须进行招标的项目，其评标委员会成员人数有何要求？ , 成员人数为5人以上单数，其中技术、经济等方面专家不得少于成员总数的三分之二。
 投标人少于3个时，依法必须进行招标的项目应如何处理？ , 招标人应当依法重新招标。重新招标后投标人仍少于3个的，属于必须审批的工程建设项目，报经原审批部门批准后可以不再进行招标。
 招标项目应满足哪些先决条件？ , 一是需要履行项目审批、核准手续的项目必须取得审批、核准文件；二是落实项目资金；三是报请核准招标方案。
 什么是"未批先招"？有什么法律风险？ , "未批先招"是指在项目审批、核准前开始实施招标，属于违反法律规定的行为，可能导致无法签订合同、被行政处罚、叫停违规招标活动等法律风险。
 招标人自行招标需要具备哪些条件？ , 一是有编制招标文件的能力；二是有组织评标的能力。二者缺一不可，否则必须委托招标代理机构。
 招标代理机构能否在所代理的招标项目中投标？ , 不能。招标代理机构不得在所代理的招标项目中投标或者代理投标，也不得为所代理的招标项目的投标人提供咨询。
 招标文件的发售期不得少于多少日？ , 不得少于5日。
 招标人对已发出的招标文件进行澄清或修改，应当在什么时间前通知所有投标人？ , 应当在投标截止时间至少15日前以书面形式通知所有招标文件收受人；不足15日的，招标人应当顺延提交投标文件的截止时间。
 潜在投标人对招标文件有异议，应当在什么时间前提出？ , 应当在投标截止时间10日前提出。
 招标文件能否要求或者标明特定的生产供应者？ , 不能。招标文件不得要求或者标明特定的生产供应者以及含有倾向或者排斥潜在投标人的其他内容。
 什么是资格预审？ , 资格预审是招标人在发出投标邀请书或发售招标文件前，通过审查潜在投标人的资格条件，确定合格投标人名单的一种资格审查方式。
 资格预审的方法有哪些？ , 合格制和有限数量制两种。一般情况下应当采用合格制。
 国有资金占控股或主导地位的依法必须进行招标的项目，资格审查委员会如何组建？ , 应当组建资格审查委员会，由招标人熟悉相关业务的代表和不少于成员总数三分之二的技术、经济等专家组成，成员人数为5人以上单数。
 招标公告应当在哪些媒介发布？ , 依法必须进行招标的项目，招标公告应当在中国招标投标公共服务平台或项目所在地省级电子招标投标公共服务平台发布。
 招标文件能否规定由中标人支付招标代理服务费？ , 可以。招标人与招标代理机构可以在招标代理合同中约定由中标人支付招标代理服务费，并应在招标文件中规定收费标准和支付办法。
 什么是暂估价？ , 暂估价是指总承包招标时不能确定价格而由招标人在招标文件中暂时估定的工程、货物、服务的金额。
 招标人能否利用划分标段限制或排斥潜在投标人？ , 不能。招标人不得利用划分标段限制或者排斥潜在投标人，也不得利用划分标段规避招标。
 招标文件中应当包括哪些主要内容？ , 招标项目的技术要求、对投标人资格审查的标准、投标报价要求和评标标准等所有实质性要求和条件，以及拟签订合同的主要条款。
 依法必须进行招标的项目，招标文件应当使用什么文本？ , 应当使用国务院发展改革部门会同有关行政监督部门制定的标准文本。
 招标人能否以不合理的条件限制或者排斥潜在投标人？ , 不能。属于以不合理条件限制、排斥潜在投标人的情形包括：就同一招标项目向潜在投标人提供有差别的项目信息；设定的资格、技术、商务条件与招标项目特点不相适应；以特定行政区域或特定行业的业绩、奖项作为加分条件等。
 什么是资格后审？ , 资格后审是开标后由评标委员会按照招标文件规定的标准和方法对投标人的资格进行审查。
 招标文件售价应当如何确定？ , 收取的费用应当限于补偿印刷、邮寄的成本支出，不得以营利为目的。采用电子招标的，应当免费提供。
 投标人应当具备哪些基本条件？ , 投标人应当具备承担招标项目的能力；国家有关规定对投标人资格条件或招标文件对投标人资格条件有规定的，投标人应当具备规定的资格条件。
 什么是潜在投标人？ , 对招标公告或投标邀请感兴趣可能参加投标的法人或其他组织称为"潜在投标人"。
 单位负责人为同一人的不同单位能否参加同一标段投标？ , 不能。单位负责人为同一人或者存在控股、管理关系的不同单位，不得参加同一标段投标或者未划分标段的同一招标项目投标。
 母公司与其全资子公司能否同时参加同一招标项目投标？ , 不能。母公司与全资子公司存在控股关系，不得参加同一标段投标或者未划分标段的同一招标项目投标。
 投标人在投标截止时间前能否补充、修改或撤回投标文件？ , 可以。投标人在投标截止时间前，可以补充、修改或者撤回已提交的投标文件。
 投标文件的生效时间是什么时候？ , 投标文件作为要约，生效时间为投标截止时间，即开标时。
 什么是串通投标？ , 串通投标是指投标人之间相互串通，或者投标人与招标人串通，以不正当手段谋取中标的行为。
 投标保证金的形式有哪些？ , 投标保证金可以是现金、银行保函、保兑支票、银行汇票或现金支票等形式。
 投标保证金的金额有何限制？ , 投标保证金不得超过招标项目估算价的2%。
 投标有效期从何时起计算？ , 投标有效期从提交投标文件的截止之日起算。
 投标人不足3家时，招标失败的主要原因有哪些？ , 主要包括：招标公告发布范围有限、投标人资格条件设置过高、标段划分不合理、招标时间安排不当、市场原因等。
 什么是弄虚作假投标？ , 弄虚作假投标是指投标人以他人名义投标、伪造资质证明文件、提供虚假业绩等欺骗手段谋取中标的行为。
 投标人能否以低于成本的报价竞标？ , 不能。投标报价低于成本的，评标委员会应当否决其投标。
 什么是联合体投标？ , 联合体投标是指两个以上法人或者其他组织组成一个联合体，以一个投标人的身份共同投标。
 联合体各方应当如何承担责任？ , 联合体各方应当签订共同投标协议，明确约定各方拟承担的工作和责任，就中标项目向招标人承担连带责任。
 同一专业的单位组成的联合体，资质等级如何确定？ , 按照资质等级较低的单位确定资质等级。
 投标人发生合并、分立、破产等重大变化时，应当如何处理？ , 应当及时书面告知招标人。如变化后不再具备资格条件或影响招标公正性的，其投标无效。
 什么是年度投标保证金？ , 年度投标保证金是指在一定期限内，投标人一次性缴纳一定金额的投标保证金，可在该期限内多次投标使用，无需每次投标都单独缴纳。
 投标人能否将中标项目转让给他人？ , 不能。中标人不得向他人转让中标项目，也不得将中标项目肢解后分别向他人转让。
 投标人的业绩证明材料应当如何审查？ , 应当审查业绩证明原件与复印件是否一致，可通过实地调查、网站查询等方式核实真伪，防止伪造虚假材料。
 开标应当在什么时间进行？ , 开标应当在招标文件确定的提交投标文件截止时间的同一时间公开进行。
 开标地点应当如何确定？ , 开标地点应当为招标文件中预先确定的地点。
 开标由谁主持？哪些人参加？ , 开标由招标人主持，邀请所有投标人参加。招标人也可以委托招标代理机构主持开标。
 开标程序主要包括哪些环节？ , 包括检查投标文件密封情况、拆封投标文件、宣读投标文件主要内容、记录开标过程、投标人签字确认等环节。
 投标人能否在开标现场提出异议？ , 可以。投标人对开标有异议的，应当在开标现场提出，招标人应当当场作出答复，并制作记录。
 开标异议是投诉的前置条件吗？ , 是的。投标人对开标有异议的，应当先向招标人提出异议，对答复不满意或招标人未答复的，才能向行政监督部门投诉。
 电子开标有哪些特殊要求？ , 电子开标应当在线进行，所有投标人准时在线参加，配合完成投标文件解密；因投标人原因造成投标文件未解密的，视为撤销其投标文件。
 开标时投标文件密封情况由谁检查？ , 由投标人或者其推选的代表检查投标文件的密封情况，也可以由招标人委托的公证机构检查并公证。
 开标记录应当包括哪些内容？ , 包括开标时间、地点、招标项目名称、投标人名称、投标价格、投标文件密封情况、唱标记录、异议及答复情况等。
 开标现场出现异常情况应如何处理？ , 应当如实记录，由招标人、投标人、记录人等相关人员签字确认，并根据具体情况依法处理，必要时可暂停开标。
 评标委员会如何组建？ , 依法必须进行招标的项目，评标委员会由招标人代表和有关技术、经济等方面的专家组成，成员人数为5人以上单数，其中技术、经济等方面专家不得少于成员总数的三分之二。
 评标专家应当具备什么条件？ , 从事相关领域工作满8年并具有高级职称或者具有同等专业水平。
 与投标人有利害关系的人能否进入评标委员会？ , 不能。与投标人有利害关系的人不得进入评标委员会，已经进入的应当更换。
 评标委员会成员名单何时可以公开？ , 评标委员会成员的名单在中标结果确定前应当保密。
 评标方法主要有哪些？ , 主要包括经评审的最低投标价法和综合评估法两种。
 什么是经评审的最低投标价法？ , 经评审的最低投标价法是指能够满足招标文件的实质性要求，并且经评审的投标价格最低的投标人中标的方法，但投标价格低于成本的除外。
 什么是综合评估法？ , 综合评估法是指对投标文件提出的工程质量、施工工期、投标价格、施工组织设计或者施工方案、投标人及项目经理业绩等，能否最大限度地满足招标文件中规定的各项综合评价标准进行评审和比较，择优选定中标人的方法。
 评标过程中能否要求投标人澄清？ , 可以。评标委员会可以书面形式要求投标人对投标文件中含义不明确的内容作必要的澄清或者说明，但澄清或者说明不得超出投标文件的范围或者改变投标文件的实质性内容。
 否决投标的情形有哪些？ , 包括投标文件未经投标单位盖章和单位负责人签字、投标联合体没有提交共同投标协议、投标人不符合资格条件、同一投标人提交两个以上不同投标文件或报价、投标报价低于成本或高于最高投标限价、投标文件未对实质性要求作出响应、投标人有串通投标等违法行为等。
 评标报告应当包括哪些内容？ , 包括基本情况和数据表、评标委员会成员名单、开标记录、符合要求的投标一览表、否决投标情况说明、评标标准和方法、经评审的价格或评分比较一览表、经评审的投标人排序、推荐的中标候选人名单及签订合同前要处理的事宜、澄清说明补正事项纪要等。
 中标候选人应当公示吗？公示期多长？ , 依法必须进行招标的项目，招标人应当自收到评标报告之日起3日内公示中标候选人，公示期不得少于3日。
 评标过程中发现招标文件存在错误如何处理？ , 评标委员会应当暂停评标，及时向招标人书面报告，由招标人作出修改或澄清后继续评标，或依法重新招标。
 评标时间有何要求？ , 招标人应当根据项目规模和技术复杂程度等因素合理确定评标时间，超过三分之一的评标委员会成员认为评标时间不够的，招标人应当适当延长。
 评标委员会成员能否私下接触投标人？ , 不能。评标委员会成员不得私下接触投标人，不得收受投标人给予的财物或者其他好处。
 对评标结果有异议应当如何处理？ , 投标人或者其他利害关系人对依法必须进行招标的项目的评标结果有异议的，应当在中标候选人公示期间提出，招标人应当自收到异议之日起3日内作出答复，作出答复前应当暂停招标投标活动。
 定标主体是谁？ , 定标主体是招标人，招标人也可以授权评标委员会直接确定中标人。
 定标依据是什么？ , 定标依据是评标委员会提出的书面评标报告和推荐的中标候选人名单。
 国有资金占控股或主导地位的依法必须进行招标的项目，招标人应当如何确定中标人？ , 应当确定排名第一的中标候选人为中标人。
 排名第一的中标候选人放弃中标时，招标人可以如何处理？ , 招标人可以按照评标委员会提出的中标候选人名单排序依次确定其他中标候选人为中标人，也可以重新招标。
 定标前能否与投标人进行实质性谈判？ , 不能。定标前禁止招标人与投标人进行实质性谈判，否则属于违法行为。
 中标通知书的法律性质是什么？ , 中标通知书是招标人对其选中的投标人的承诺，是招标人同意某投标人要约的意思表示，发出时即发生承诺生效的法律效力。
 中标通知书应当由谁发出？ , 应当由招标人发出。以招标代理机构名义发出的，应当在招标文件中明确授权，否则存在中标人否认其合法性的风险。
 发出中标通知书后，招标人能否改变中标结果？ , 不能。中标通知书发出后，招标人不得改变中标结果，否则应当承担法律责任。
 中标人能否放弃中标项目？ , 不能。中标通知书发出后，中标人不得放弃中标项目，否则应当承担法律责任，招标人可以没收其投标保证金。
 中标结果应当如何通知？ , 招标人应当向中标人发出中标通知书，并同时将中标结果通知所有未中标的投标人。
 招标人和中标人应当何时签订书面合同？ , 应当自中标通知书发出之日起30日内，按照招标文件和中标人的投标文件订立书面合同。
 合同的主要条款应当包括哪些内容？ , 包括当事人的名称或者姓名和住所、标的、数量、质量、价款或者报酬、履行期限地点和方式、违约责任、解决争议的方法等。
 合同签订时能否进行实质性谈判？ , 禁止招标人和中标人进行实质性谈判，不得再行订立背离合同实质性内容的其他协议。
 什么是履约保证金？ , 履约保证金是中标人按照招标文件要求向招标人提交的，用于保证履行合同义务的担保。
 履约保证金的金额有何限制？ , 履约保证金不得超过中标合同金额的10%。
 中标人拒绝交纳履约保证金将承担什么后果？ , 视为放弃中标项目，应当承担法律责任，招标人可以确定其他中标候选人为中标人或重新招标。
 合同履行中能否转包？ , 禁止转包。中标人不得向他人转让中标项目，也不得将中标项目肢解后分别向他人转让。
 合同履行中能否分包？ , 可以分包，但应当严格限制。中标人按照合同约定或者经招标人同意，可以将中标项目的部分非主体、非关键性工作分包给他人完成，接受分包的人应当具备相应的资格条件，并不得再次分包。
 合同变更应当注意什么？ , 合同的变更应当符合法律规定，不得变更合同的实质性内容，确需变更的应当经双方协商一致并签订书面协议。
 招标项目合同履行中常见的法律问题有哪些？ , 包括合同签订不及时、合同条款与招投标文件不一致、违法分包转包、履约保证金管理不规范、合同变更管理混乱、违约责任追究不力等问题。
